NOMBRE,TIPO,AÑO,MES,AUTOS,MOTOS,AUTOBUS DE 2 EJES,AUTOBUS DE 3 EJES,AUTOBUS DE 4 EJES,CAMIONES DE 2 EJES,CAMIONES DE 3 EJES,CAMIONES DE 4 EJES,CAMIONES DE 5 EJES,CAMIONES DE 6 EJES,CAMIONES DE 7 EJES,CAMIONES DE 8 EJES,CAMIONES DE 9 EJES,TRICICLOS,TOTAL,EJE EXTRA AUTOBUS,EJE EXTRA CAMION,PEATONES
Dovalí Jaime Bis,PUENTE NACIONAL,2023,JULIO,"15,783","1,745",17,0,0,577,115,24,"1,174",23,0,0,4,0,"19,462",19,0,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2023,JULIO,"2,640",44,7,4,0,172,224,19,117,76,0,5,86,0,"3,394",6,3,0
Matamoros,PÚENTE INTERNACIONAL,2023,JULIO,"82,681",259,0,0,0,72,1,5,0,0,0,0,0,0,"83,018",185,0,"135,243"
Camargo,PÚENTE INTERNACIONAL,2023,JULIO,"34,551",42,0,0,0,53,97,4,"1,257",17,19,1,"1,881",0,"37,922",267,0,"1,835"
Miguel Alemán,PÚENTE INTERNACIONAL,2023,JULIO,"53,113",50,4,65,0,140,112,28,"2,868",16,3,0,0,0,"56,399",269,0,"9,993"
Reynosa,PÚENTE INTERNACIONAL,2023,JULIO,"125,594",319,187,972,3,76,10,5,2,0,0,0,0,0,"127,168",485,0,"172,644"
   Línea Express,PÚENTE INTERNACIONAL,2023,JULIO,"51,943",0,0,0,0,0,0,0,0,0,0,0,0,0,"51,943",0,0,0
Las Flores,PÚENTE INTERNACIONAL,2023,JULIO,"48,962",47,0,0,0,131,721,43,651,562,65,27,"1,796",0,"53,005",159,71,"93,328"
Ojinaga,PÚENTE INTERNACIONAL,2023,JULIO,"60,682",46,43,118,3,771,132,162,520,19,2,33,2,0,"62,533","1,681",0,"5,679"
Rodolfo Robles,PÚENTE INTERNACIONAL,2023,JULIO,"6,483","42,345",67,68,0,6,0,0,0,0,0,0,0,"8,108","57,077",4,0,"39,398"
Piedras Negras,PÚENTE INTERNACIONAL,2023,JULIO,"106,226",121,4,0,0,249,2,2,1,0,0,0,0,0,"106,605",220,0,"45,491"
Acuña,PÚENTE INTERNACIONAL,2023,JULIO,"143,861",396,0,0,0,"1,643",823,176,"3,875",25,1,0,1,0,"150,801","1,150",0,"6,720"
Laredo,PÚENTE INTERNACIONAL,2023,JULIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"222,319"
   Línea Express,PÚENTE INTERNACIONAL,2023,JULIO,"81,541",0,0,0,0,0,0,0,0,0,0,0,0,0,"81,541",0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2023,JULIO,"246,670","1,425",27,"2,980",0,386,20,63,5,0,0,0,0,0,"251,576","1,670",0,0
Suchiate II,PÚENTE INTERNACIONAL,2023,JULIO,"1,179",0,158,7,0,823,935,82,"10,546","1,726",16,3,36,0,"15,511",47,967,0
Chapalilla - Compostela ,CAMINO,2023,AGOSTO,"183,077","2,302","11,142","3,215",3,"7,042","5,706",645,"7,588","3,096",63,10,"1,089",0,"224,978","1,074",0,0
Cuauhtemoc-Osiris ,CAMINO,2023,AGOSTO,"100,472",681,"3,544","4,389",0,"11,572","13,131","3,500","58,911","10,301","1,608",154,"22,777",0,"231,040","2,212",6,0
Culiacán,PUENTE NACIONAL,2023,AGOSTO,"234,557","2,976","6,749",649,13,"7,547","3,819",474,"6,942","1,459",5,1,669,0,"265,860","2,635",0,0
Sinaloa,PUENTE NACIONAL,2023,AGOSTO,"261,507","2,025","12,936","5,574",26,"16,213","11,882","3,375","59,211","7,185",998,76,"16,514",0,"397,522","3,714",2,0
Pánuco,PUENTE NACIONAL,2023,AGOSTO,"141,480","8,989","8,677",147,3,"4,893","2,508",314,"2,957","1,656",5,4,998,0,"172,631","1,164",1,0
Alvarado,PUENTE NACIONAL,2023,AGOSTO,"132,727","11,819","8,014",476,8,"5,027","3,905",177,"2,582","1,053",24,2,384,0,"166,198",878,10,0
Papaloapan,PUENTE NACIONAL,2023,AGOSTO,"45,998","11,101","3,249",160,8,"4,475","3,181",135,"2,400",298,6,5,421,0,"71,437",567,0,0
Caracol,PUENTE NACIONAL,2023,AGOSTO,"147,763","23,387","11,630",273,0,"7,847","4,998",348,"5,074",953,68,55,"9,623",0,"212,019",488,3,0
Nautla,PUENTE NACIONAL,2023,AGOSTO,"83,820","5,502","3,316",331,2,"5,099","3,173",342,"6,457","1,321",31,14,"1,364",0,"110,772","1,122",2,0
Grijalva,PUENTE NACIONAL,2023,AGOSTO,"413,495","19,794","13,409","2,239",27,"17,609","11,991","2,428","26,113","12,724",781,208,"19,812",0,"540,630","3,231",296,0
Usumacinta,PUENTE NACIONAL,2023,AGOSTO,"100,977","12,816","5,037","1,033",8,"5,930","8,520","1,552","18,420","7,239",871,176,"18,212",0,"180,791","1,522",225,0
Cadereyta,PUENTE NACIONAL,2023,AGOSTO,"139,175","4,132",391,42,0,"12,159","6,704",858,"9,808","3,251",234,289,"5,896",0,"182,939",774,14,0
La Piedad,PUENTE NACIONAL,2023,AGOSTO,"69,640","2,197","3,847","1,063",0,"7,217","5,923",583,"9,732","1,825",21,3,208,0,"102,259",592,0,0
Tecolutla,PUENTE NACIONAL,2023,AGOSTO,"106,130","16,246","4,203",420,2,"4,815","2,821",404,"6,278","1,364",28,12,"1,213",0,"143,936",624,1,0
San Juan,PUENTE NACIONAL,2023,AGOSTO,"51,396",251,531,241,0,"3,338","1,802",362,"5,022","1,149",68,106,"9,193",0,"73,459","1,089","1,035",0
Tampico,PUENTE NACIONAL,2023,AGOSTO,"263,229","3,609","9,193","2,893",1,"7,171","3,753",245,"2,259",315,14,9,"1,532",0,"294,223","1,211",2,0
Tlacotalpan,PUENTE NACIONAL,2023,AGOSTO,"42,243","4,956","1,425",40,0,"1,179",567,44,231,98,0,0,10,0,"50,793",488,0,0
Dovalí Jaime,PUENTE NACIONAL,2023,AGOSTO,"221,331","5,957","8,846","4,239",44,"23,148","26,785","5,902","93,723","19,571","1,813",880,"49,233",0,"461,472","1,923",334,0
Dovalí Jaime Bis,PUENTE NACIONAL,2023,AGOSTO,"15,128","1,912",6,0,0,646,109,32,"1,038",15,9,1,51,0,"18,947",33,0,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2023,AGOSTO,"2,962",54,17,2,0,217,227,21,168,64,3,1,61,0,"3,797",10,0,0
Matamoros,PÚENTE INTERNACIONAL,2023,AGOSTO,"94,745",335,0,0,1,64,0,2,0,0,0,0,0,0,"95,147",173,0,"142,904"
Camargo,PÚENTE INTERNACIONAL,2023,AGOSTO,"33,193",73,0,0,0,51,109,9,"1,162",11,24,0,"2,095",0,"36,727",254,0,"2,578"
Miguel Alemán,PÚENTE INTERNACIONAL,2023,AGOSTO,"56,171",22,6,65,1,167,91,42,"2,778",26,0,0,0,0,"59,369",276,0,"16,908"
Reynosa,PÚENTE INTERNACIONAL,2023,AGOSTO,"134,085",308,201,957,0,64,6,6,0,0,0,0,1,0,"135,628",484,1,"183,883"
   Línea Express,PÚENTE INTERNACIONAL,2023,AGOSTO,"67,918",0,0,0,0,0,0,0,0,0,0,0,0,0,"67,918",0,0,0
Las Flores,PÚENTE INTERNACIONAL,2023,AGOSTO,"43,356",34,0,1,0,99,652,44,560,450,72,31,"2,472",0,"47,771",118,428,"77,454"
Ojinaga,PÚENTE INTERNACIONAL,2023,AGOSTO,"56,634",28,39,120,0,596,135,163,777,14,3,51,13,0,"58,573","1,387",2,"4,445"
Rodolfo Robles,PÚENTE INTERNACIONAL,2023,AGOSTO,"5,817","43,753",62,91,0,27,0,0,0,0,0,0,0,"7,943","57,693",0,0,"39,278"
Piedras Negras,PÚENTE INTERNACIONAL,2023,AGOSTO,"110,556",106,4,0,0,257,8,2,1,0,0,0,0,0,"110,934",211,0,"41,304"
Acuña,PÚENTE INTERNACIONAL,2023,AGOSTO,"144,526",412,0,0,0,"1,709",969,161,"4,356",40,3,0,1,0,"152,177","1,054",0,"6,788"
Laredo,PÚENTE INTERNACIONAL,2023,AGOSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"220,839"
   Línea Express,PÚENTE INTERNACIONAL,2023,AGOSTO,"107,092",0,0,0,0,0,0,0,0,0,0,0,0,0,"107,092",0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2023,AGOSTO,"257,212","1,198",9,"2,796",0,435,13,75,4,0,0,0,0,0,"261,742","1,787",0,0
Suchiate II,PÚENTE INTERNACIONAL,2023,AGOSTO,"1,215",0,154,11,0,856,911,71,"11,075","1,970",17,3,46,0,"16,329",30,555,0
Chapalilla - Compostela ,CAMINO,2023,SEPTIEMBRE,"129,333","2,636","9,907","2,502",5,"6,780","5,110",575,"6,929","2,647",58,0,974,0,"167,456","1,412",0,0
Cuauhtemoc-Osiris ,CAMINO,2023,SEPTIEMBRE,"81,069",756,"2,482","2,945",0,"11,073","10,712","3,292","56,823","9,523","1,800",172,"22,203",0,"202,850","1,818",0,0
Culiacán,PUENTE NACIONAL,2023,SEPTIEMBRE,"219,476","2,621","6,488",546,17,"7,375","3,532",462,"6,367","1,244",2,3,601,0,"248,734","2,403",0,0
Sinaloa,PUENTE NACIONAL,2023,SEPTIEMBRE,"232,160","1,908","11,945","4,844",17,"15,248","11,468","3,308","59,164","6,800","1,061",77,"16,008",0,"364,008","3,569",7,0
Pánuco,PUENTE NACIONAL,2023,SEPTIEMBRE,"125,632","9,024","7,781",90,9,"4,777","2,439",291,"2,907","1,653",10,1,805,0,"155,419","1,034",0,0
Alvarado,PUENTE NACIONAL,2023,SEPTIEMBRE,"110,884","11,231","7,047",306,2,"4,732","3,618",191,"2,533","1,035",17,7,432,0,"142,035",727,3,0
Papaloapan,PUENTE NACIONAL,2023,SEPTIEMBRE,"39,870","11,199","3,076",109,3,"4,167","2,781",125,"1,993",239,8,7,421,0,"63,998",616,0,0
Caracol,PUENTE NACIONAL,2023,SEPTIEMBRE,"134,695","23,317","10,814",219,0,"7,201","4,798",297,"5,072",956,80,56,"9,110",0,"196,615",486,0,0
Nautla,PUENTE NACIONAL,2023,SEPTIEMBRE,"71,423","6,405","2,945",223,1,"4,546","3,134",386,"6,087","1,207",40,7,"1,408",0,"97,812","1,068",1,0
Grijalva,PUENTE NACIONAL,2023,SEPTIEMBRE,"375,991","20,454","11,783","1,688",44,"16,915","11,759","2,157","25,224","11,639",825,154,"19,447",0,"498,080","3,038",479,0
Usumacinta,PUENTE NACIONAL,2023,SEPTIEMBRE,"81,018","11,892","3,497",567,3,"5,615","8,908","1,466","18,376","7,166",920,181,"18,299",0,"157,908","1,469",447,0
Cadereyta,PUENTE NACIONAL,2023,SEPTIEMBRE,"137,495","4,501",444,18,0,"11,770","6,642",807,"9,502","3,168",205,249,"5,141",0,"179,942",775,7,0
La Piedad,PUENTE NACIONAL,2023,SEPTIEMBRE,"66,603","2,065","3,796","1,011",0,"6,857","5,859",572,"9,896","1,631",17,10,281,0,"98,598",610,0,0
Tecolutla,PUENTE NACIONAL,2023,SEPTIEMBRE,"90,103","18,444","3,692",278,2,"4,590","2,655",446,"6,108","1,319",29,7,"1,209",0,"128,882",606,1,0
San Juan,PUENTE NACIONAL,2023,SEPTIEMBRE,"50,697",229,643,233,0,"3,163","1,848",329,"5,321","1,230",36,74,"9,142",0,"72,945","1,040","1,185",0
Tampico,PUENTE NACIONAL,2023,SEPTIEMBRE,"222,331","3,401","7,776","2,104",1,"6,677","3,596",254,"1,986",294,17,7,"1,659",0,"250,103","1,126",0,0
Tlacotalpan,PUENTE NACIONAL,2023,SEPTIEMBRE,"36,090","5,037","1,292",12,0,"1,123",432,32,208,46,0,0,16,0,"44,288",409,0,0
Dovalí Jaime,PUENTE NACIONAL,2023,SEPTIEMBRE,"186,093","5,680","6,433","2,785",28,"21,572","25,740","5,736","90,175","18,215","1,735",909,"47,203",0,"412,304","1,728",177,0
Dovalí Jaime Bis,PUENTE NACIONAL,2023,SEPTIEMBRE,"12,676","1,686",4,0,0,556,116,28,886,24,4,0,76,0,"16,056",8,0,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2023,SEPTIEMBRE,"3,949",48,51,4,0,298,210,35,134,58,7,4,44,0,"4,842",30,2,0
Matamoros,PÚENTE INTERNACIONAL,2023,SEPTIEMBRE,"99,970",325,0,0,0,60,3,2,2,0,0,0,0,0,"100,362",146,0,"152,386"
Camargo,PÚENTE INTERNACIONAL,2023,SEPTIEMBRE,"32,766",43,0,0,0,45,105,5,"1,137",20,19,2,"1,909",0,"36,051",260,0,"3,305"
Miguel Alemán,PÚENTE INTERNACIONAL,2023,SEPTIEMBRE,"57,418",27,8,62,0,132,97,36,"2,897",19,0,0,0,0,"60,696",255,0,"19,337"
Reynosa,PÚENTE INTERNACIONAL,2023,SEPTIEMBRE,"133,233",276,202,971,1,72,7,2,0,0,0,0,0,0,"134,764",539,0,"177,747"
   Línea Express,PÚENTE INTERNACIONAL,2023,SEPTIEMBRE,"70,268",0,0,0,0,0,0,0,0,0,0,0,0,0,"70,268",0,0,0
Las Flores,PÚENTE INTERNACIONAL,2023,SEPTIEMBRE,"44,101",33,0,0,0,117,351,40,662,379,76,23,"2,302",0,"48,084",131,384,"86,884"
Ojinaga,PÚENTE INTERNACIONAL,2023,SEPTIEMBRE,"54,693",68,40,119,2,645,144,176,615,14,7,41,25,0,"56,589","1,312",1,"4,306"
Rodolfo Robles,PÚENTE INTERNACIONAL,2023,SEPTIEMBRE,"5,350","43,235",48,72,0,7,1,0,0,0,0,0,0,"7,455","56,168",1,0,"36,079"
Piedras Negras,PÚENTE INTERNACIONAL,2023,SEPTIEMBRE,"69,136",82,0,0,0,156,0,1,0,0,0,0,0,0,"69,375",105,0,"54,135"
Acuña,PÚENTE INTERNACIONAL,2023,SEPTIEMBRE,"137,793",509,1,0,0,"1,350",959,168,"4,722",29,2,0,0,0,"145,533","1,045",0,"8,535"
Laredo,PÚENTE INTERNACIONAL,2023,SEPTIEMBRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"219,543"
   Línea Express,PÚENTE INTERNACIONAL,2023,SEPTIEMBRE,"108,815",0,0,0,0,0,0,0,0,0,0,0,0,0,"108,815",0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2023,SEPTIEMBRE,"253,325","1,136",10,"2,397",0,407,13,56,4,0,0,0,0,0,"257,348","1,464",0,0
Suchiate II,PÚENTE INTERNACIONAL,2023,SEPTIEMBRE,"1,334",0,194,10,0,853,889,80,"10,220","1,824",17,1,53,0,"15,475",49,834,0
Chapalilla - Compostela ,CAMINO,2023,OCTUBRE,"128,032","2,456","11,400","3,019",11,"7,045","5,405",613,"7,357","2,744",72,9,"1,074",0,"169,237",858,0,0
Cuauhtemoc-Osiris ,CAMINO,2023,OCTUBRE,"75,777",682,"2,163","2,469",0,"10,449","10,447","3,372","58,555","9,626","1,989",165,"23,134",0,"198,828","1,557",2,0
Culiacán,PUENTE NACIONAL,2023,OCTUBRE,"225,321","3,042","6,412",515,16,"7,568","3,512",519,"6,773","1,216",3,0,624,0,"255,521","2,685",0,0
Sinaloa,PUENTE NACIONAL,2023,OCTUBRE,"237,212","2,489","11,879","4,893",14,"16,357","12,060","3,384","62,048","6,236",942,70,"16,548",0,"374,132","3,750",42,0
Pánuco,PUENTE NACIONAL,2023,OCTUBRE,"127,915","8,681","8,396",106,3,"4,972","2,453",251,"2,521","1,826",8,1,846,0,"157,979",992,5,0
Alvarado,PUENTE NACIONAL,2023,OCTUBRE,"112,764","10,199","7,017",338,6,"4,885","3,722",170,"2,491","1,080",10,2,406,0,"143,090","1,165",1,0
Papaloapan,PUENTE NACIONAL,2023,OCTUBRE,"41,758","12,197","2,927",119,4,"3,896","2,708",122,"1,861",235,12,5,425,0,"66,269",822,13,0
Caracol,PUENTE NACIONAL,2023,OCTUBRE,"138,382","23,388","10,743",180,0,"7,715","5,452",340,"5,092",984,85,42,"9,890",0,"202,293",569,0,0
Nautla,PUENTE NACIONAL,2023,OCTUBRE,"66,217","4,764","3,082",182,4,"4,679","2,968",357,"5,810","1,165",27,4,"1,628",0,"90,887","1,030",1,0
Grijalva,PUENTE NACIONAL,2023,OCTUBRE,"388,093","20,991","12,123","2,042",34,"17,484","11,957","2,400","28,061","12,893",846,200,"22,045",0,"519,169","2,990",348,0
Usumacinta,PUENTE NACIONAL,2023,OCTUBRE,"84,816","11,779","3,903",716,9,"5,983","9,408","1,547","21,640","8,292",984,193,"20,860",0,"170,130","1,459",313,0
Cadereyta,PUENTE NACIONAL,2023,OCTUBRE,"137,328","4,161",414,24,0,"12,024","6,010",884,"9,944","3,774",211,335,"4,541",0,"179,650",717,3,0
La Piedad,PUENTE NACIONAL,2023,OCTUBRE,"70,486","1,944","3,741","1,014",1,"7,625","6,555",607,"10,580","1,699",31,6,272,0,"104,561",511,0,0
Tecolutla,PUENTE NACIONAL,2023,OCTUBRE,"84,069","14,067","3,794",231,4,"4,607","2,700",406,"5,737","1,180",21,8,"1,428",0,"118,252",516,0,0
San Juan,PUENTE NACIONAL,2023,OCTUBRE,"51,437",174,772,237,0,"3,354","2,020",355,"5,256","1,421",93,77,"9,583",0,"74,779","1,226","1,355",0
Tampico,PUENTE NACIONAL,2023,OCTUBRE,"212,015","3,184","8,031","2,275",3,"6,884","3,605",269,"2,365",375,35,16,"1,320",0,"240,377","1,207",23,0
Tlacotalpan,PUENTE NACIONAL,2023,OCTUBRE,"36,898","4,741","1,325",15,0,"1,199",471,38,179,45,0,0,24,0,"44,935",590,0,0
Dovalí Jaime,PUENTE NACIONAL,2023,OCTUBRE,"167,339","5,694","5,765","2,620",8,"22,419","27,004","5,840","92,962","18,932","1,647",782,"47,421",0,"398,433","1,669",212,0
Dovalí Jaime Bis,PUENTE NACIONAL,2023,OCTUBRE,"12,834","1,618",27,0,0,509,191,22,685,95,0,0,2,0,"15,983",16,0,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2023,OCTUBRE,"3,323",154,40,3,0,290,267,31,130,91,2,9,68,0,"4,408",29,0,0
Matamoros,PÚENTE INTERNACIONAL,2023,OCTUBRE,"105,674",341,1,0,0,60,4,0,0,0,0,0,0,0,"106,080",125,0,"161,757"
Camargo,PÚENTE INTERNACIONAL,2023,OCTUBRE,"33,640",31,0,0,0,46,110,7,"1,210",7,26,0,"1,842",0,"36,919",271,0,"2,948"
Miguel Alemán,PÚENTE INTERNACIONAL,2023,OCTUBRE,"58,362",39,4,81,0,155,108,39,"3,030",15,2,0,0,0,"61,835",248,0,"20,070"
Reynosa,PÚENTE INTERNACIONAL,2023,OCTUBRE,"147,784",298,192,974,1,48,15,6,0,0,0,0,0,0,"149,318",586,0,"183,730"
   Línea Express,PÚENTE INTERNACIONAL,2023,OCTUBRE,"75,292",0,0,0,0,0,0,0,0,0,0,0,0,0,"75,292",0,0,0
Las Flores,PÚENTE INTERNACIONAL,2023,OCTUBRE,"45,006",48,0,0,0,112,350,34,"1,110",500,58,23,"2,648",0,"49,889",98,20,"80,223"
Ojinaga,PÚENTE INTERNACIONAL,2023,OCTUBRE,"57,756",68,28,119,3,679,125,161,702,31,2,31,26,0,"59,731","1,152",7,"3,580"
Rodolfo Robles,PÚENTE INTERNACIONAL,2023,OCTUBRE,"4,904","47,019",23,25,0,7,0,0,0,0,0,0,0,"7,464","59,442",7,0,"35,456"
Piedras Negras,PÚENTE INTERNACIONAL,2023,OCTUBRE,"56,846",72,1,0,0,139,0,1,0,0,0,0,0,0,"57,059",113,0,"67,274"
Acuña,PÚENTE INTERNACIONAL,2023,OCTUBRE,"146,580",460,1,0,0,"1,559",919,184,"4,447",35,2,0,0,0,"154,187","1,142",0,"8,094"
Laredo,PÚENTE INTERNACIONAL,2023,OCTUBRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"229,100"
   Línea Express,PÚENTE INTERNACIONAL,2023,OCTUBRE,"95,885",0,0,0,0,0,0,0,0,0,0,0,0,0,"95,885",0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2023,OCTUBRE,"258,322","1,163",19,"2,518",0,416,18,77,5,0,0,0,0,0,"262,538","1,644",0,0
Suchiate II,PÚENTE INTERNACIONAL,2023,OCTUBRE,"1,272",0,138,23,7,694,777,74,"8,315","1,512",24,4,103,0,"12,943",28,704,0
Chapalilla - Compostela ,CAMINO,2023,NOVIEMBRE,"136,471","2,857","11,368","3,110",4,"7,512","5,689",654,"8,019","3,031",87,1,"1,379",0,"180,182",902,0,0
Cuauhtemoc-Osiris ,CAMINO,2023,NOVIEMBRE,"87,865",577,"2,882","3,846",0,"11,220","10,998","3,143","57,603","10,818","1,796",195,"23,221",0,"214,164","1,916",2,0
Culiacán,PUENTE NACIONAL,2023,NOVIEMBRE,"248,479","3,013","6,751",535,15,"8,001","3,823",489,"7,206","1,156",8,1,605,0,"280,082","2,379",0,0
Sinaloa,PUENTE NACIONAL,2023,NOVIEMBRE,"254,266","2,706","12,557","5,016",27,"17,023","12,887","3,336","61,461","6,515","1,162",65,"17,335",0,"394,356","4,198",40,0
Pánuco,PUENTE NACIONAL,2023,NOVIEMBRE,"134,115","7,545","8,328",110,10,"4,751","2,294",235,"2,594","1,953",2,0,"1,139",0,"163,076","1,026",56,0
Alvarado,PUENTE NACIONAL,2023,NOVIEMBRE,"114,215","9,168","6,742",325,1,"4,966","3,579",140,"2,414","1,041",7,4,253,0,"142,855",801,9,0
Papaloapan,PUENTE NACIONAL,2023,NOVIEMBRE,"43,655","11,144","2,947",212,3,"3,816","2,745",125,"2,230",277,7,3,574,0,"67,738","3,255",266,0
Caracol,PUENTE NACIONAL,2023,NOVIEMBRE,"144,709","23,114","10,901",225,2,"7,508","5,177",363,"5,283",998,89,53,"9,017",0,"207,439","1,393",0,0
Nautla,PUENTE NACIONAL,2023,NOVIEMBRE,"66,072","4,397","2,966",237,7,"4,586","2,951",366,"6,106","1,266",36,8,"1,291",0,"90,289",882,0,0
Grijalva,PUENTE NACIONAL,2023,NOVIEMBRE,"372,191","19,634","11,653","1,885",36,"16,928","10,763","2,268","25,996","11,574",869,186,"21,383",0,"495,366","2,792",319,0
Usumacinta,PUENTE NACIONAL,2023,NOVIEMBRE,"80,450","10,258","3,976",662,12,"5,756","8,176","1,588","21,752","8,324","1,008",194,"20,628",0,"162,784","1,360",295,0
Cadereyta,PUENTE NACIONAL,2023,NOVIEMBRE,"138,039","3,856",468,29,0,"11,915","5,702",969,"9,567","3,670",229,278,"3,943",0,"178,665",755,8,0
La Piedad,PUENTE NACIONAL,2023,NOVIEMBRE,"71,847","1,970","3,755",913,0,"7,695","6,870",616,"10,724","1,634",17,9,245,0,"106,295",512,0,0
Tecolutla,PUENTE NACIONAL,2023,NOVIEMBRE,"82,743","13,087","3,780",345,1,"4,604","2,821",419,"6,098","1,382",30,9,"1,122",0,"116,441",490,0,0
San Juan,PUENTE NACIONAL,2023,NOVIEMBRE,"48,381",215,790,236,0,"3,085","1,715",278,"4,851","1,053",108,104,"9,136",0,"69,952","1,006","1,089",0
Tampico,PUENTE NACIONAL,2023,NOVIEMBRE,"210,921","2,834","8,045","2,153",3,"6,802","3,645",253,"2,129",279,16,25,"1,283",0,"238,388","1,315",0,0
Tlacotalpan,PUENTE NACIONAL,2023,NOVIEMBRE,"36,483","4,413","1,314",19,0,"1,229",857,25,178,53,1,0,15,0,"44,587",468,3,0
Dovalí Jaime,PUENTE NACIONAL,2023,NOVIEMBRE,"92,282","5,216","3,218","1,359",17,"16,390","20,618","4,778","78,935","14,098","1,600",737,"36,189",0,"275,437","1,237",260,0
Dovalí Jaime Bis,PUENTE NACIONAL,2023,NOVIEMBRE,"12,605","1,950",75,3,0,592,192,40,774,55,2,0,15,0,"16,303",20,3,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2023,NOVIEMBRE,933,44,8,4,0,95,94,10,129,45,5,4,41,0,"1,412",12,2,0
Matamoros,PÚENTE INTERNACIONAL,2023,NOVIEMBRE,"90,304",333,1,1,1,76,1,4,0,0,0,0,2,0,"90,723",111,0,"155,420"
Camargo,PÚENTE INTERNACIONAL,2023,NOVIEMBRE,"34,305",36,0,0,0,79,118,9,"1,036",2,15,1,"1,780",0,"37,381",276,0,"3,315"
Miguel Alemán,PÚENTE INTERNACIONAL,2023,NOVIEMBRE,"58,394",31,5,59,0,135,94,35,"3,012",21,1,0,0,0,"61,787",293,0,"24,052"
Reynosa,PÚENTE INTERNACIONAL,2023,NOVIEMBRE,"140,448",294,142,"1,046",0,68,9,11,0,0,0,0,1,0,"142,019",734,0,"176,360"
   Línea Express,PÚENTE INTERNACIONAL,2023,NOVIEMBRE,"72,194",0,0,0,0,0,0,0,0,0,0,0,0,0,"72,194",0,0,0
Las Flores,PÚENTE INTERNACIONAL,2023,NOVIEMBRE,"47,058",33,0,0,0,103,252,46,873,474,59,46,"2,397",0,"51,341",118,12,"87,241"
Ojinaga,PÚENTE INTERNACIONAL,2023,NOVIEMBRE,"58,593",46,14,124,2,801,135,150,680,17,2,13,22,0,"60,599","1,275",5,"4,523"
Rodolfo Robles,PÚENTE INTERNACIONAL,2023,NOVIEMBRE,"6,307","47,264",41,52,0,20,0,0,0,0,0,0,0,"7,307","60,991",2,0,"35,260"
Piedras Negras,PÚENTE INTERNACIONAL,2023,NOVIEMBRE,"98,484",87,0,0,0,214,0,1,0,0,0,0,0,0,"98,786",137,0,"50,998"
Acuña,PÚENTE INTERNACIONAL,2023,NOVIEMBRE,"142,238",318,40,0,0,"1,557",761,188,"3,888",39,16,0,0,0,"149,045","1,096",0,"7,843"
Laredo,PÚENTE INTERNACIONAL,2023,NOVIEMBRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"228,096"
   Línea Express,PÚENTE INTERNACIONAL,2023,NOVIEMBRE,"110,103",0,0,0,0,0,0,0,0,0,0,0,0,0,"110,103",0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2023,NOVIEMBRE,"251,737",983,20,"2,529",0,407,19,75,7,0,0,0,0,0,"255,777","1,790",0,0
Suchiate II,PÚENTE INTERNACIONAL,2023,NOVIEMBRE,"1,448",0,179,13,1,909,969,71,"10,635","1,978",28,2,43,0,"16,276",42,644,0
Chapalilla - Compostela ,CAMINO,2023,DICIEMBRE,"164,008","2,372","11,362","2,844",7,"6,862","5,653",571,"7,972","2,994",73,4,"2,298",0,"207,020",777,1,0
Cuauhtemoc-Osiris ,CAMINO,2023,DICIEMBRE,"146,520",456,"5,407","7,277",0,"12,785","10,311","3,425","56,465","11,097","2,194",175,"24,961",0,"281,073","3,060",1,0
Culiacán,PUENTE NACIONAL,2023,DICIEMBRE,"277,375","2,837","7,398",694,19,"8,380","3,708",463,"7,326","1,115",4,2,580,0,"309,901","2,614",0,0
Sinaloa,PUENTE NACIONAL,2023,DICIEMBRE,"330,034","1,909","15,121","5,998",39,"16,815","12,366","3,141","61,995","6,337","1,104",58,"18,787",0,"473,704","5,167",9,0
Pánuco,PUENTE NACIONAL,2023,DICIEMBRE,"153,517","7,444","9,178",422,5,"4,972","2,385",222,"2,637","1,921",5,7,"1,142",0,"183,857","1,022",74,0
Alvarado,PUENTE NACIONAL,2023,DICIEMBRE,"148,693","9,514","8,177",627,7,"4,941","5,373",137,"2,733","1,139",7,3,195,0,"181,546",757,3,0
Papaloapan,PUENTE NACIONAL,2023,DICIEMBRE,"58,477","12,692","3,348",227,10,"4,048","3,190",158,"2,871",561,11,2,749,0,"86,344","6,361",625,0
Caracol,PUENTE NACIONAL,2023,DICIEMBRE,"162,347","22,268","11,787",410,1,"7,590","5,038",330,"5,357","1,205",52,35,"9,810",0,"226,230","2,732","1,555",0
